payment_method_id,cash_id,cash_received,cash_change
4,93,954.0,90.0
4,94,900.0,100.0
4,95,276.0,20.0
4,96,1946.0,10.0
4,97,874.0,10.0
4,98,2206.0,30.0
4,99,1554.0,50.0
4,100,2325.0,5.0
4,101,1108.0,20.0
4,102,318.0,30.0
4,103,414.0,30.0
4,104,984.0,40.0
4,105,788.0,20.0
4,106,1370.0,90.0
4,107,1470.0,30.0
4,108,1492.0,20.0
4,109,1350.0,70.0
4,110,837.0,5.0
4,111,1734.0,70.0
4,112,616.0,40.0
4,113,1778.0,50.0
4,114,710.0,70.0
4,115,769.0,1.0
4,116,1232.0,80.0
4,117,600.0,40.0
4,118,1212.0,60.0
4,119,1322.0,10.0
4,120,1046.0,70.0
4,121,1578.0,10.0
4,122,1866.0,10.0
4,123,296.0,40.0
4,124,794.0,90.0
4,125,1740.0,60.0
4,126,1236.0,20.0
4,127,1562.0,90.0
4,128,1605.0,5.0
4,129,276.0,20.0
4,130,596.0,20.0
4,131,1702.0,70.0
4,132,1576.0,40.0
4,133,722.0,50.0
4,134,1286.0,70.0
4,135,1508.0,20.0
4,136,930.0,50.0
4,137,1061.0,5.0
4,138,1594.0,90.0
4,139,942.0,30.0
4,140,1994.0,10.0
4,141,1448.0,40.0
4,142,1542.0,70.0
4,143,961.0,1.0
4,144,1602.0,50.0
4,145,996.0,20.0
4,146,404.0,20.0
4,147,1596.0,60.0
4,148,266.0,10.0
4,149,1722.0,90.0
4,150,2000.0,80.0
4,151,732.0,60.0
4,152,454.0,70.0
4,153,308.0,20.0
4,154,961.0,1.0
4,155,758.0,70.0
4,156,1317.0,5.0
4,157,1892.0,20.0
4,158,338.0,50.0
4,159,830.0,30.0
4,160,1106.0,50.0
4,161,688.0,80.0
4,162,572.0,60.0
4,163,1188.0,100.0
4,164,1190.0,70.0
4,165,869.0,5.0
4,166,1936.0,80.0
4,167,778.0,10.0
4,168,272.0,80.0
4,169,1812.0,20.0
4,170,424.0,40.0
4,171,1920.0,0.0
4,172,2497.0,1.0
4,173,837.0,5.0
4,174,1378.0,50.0
4,175,992.0,80.0
4,176,586.0,10.0
4,177,448.0,0.0
4,178,966.0,70.0
4,179,1196.0,60.0
4,180,1246.0,30.0
4,181,1816.0,40.0
4,182,1316.0,20.0
4,183,608.0,0.0
4,184,2042.0,90.0
4,185,773.0,5.0
4,186,1306.0,90.0
4,187,1680.0,80.0
4,188,1798.0,70.0
4,189,1178.0,90.0
4,190,1322.0,10.0
4,191,2017.0,1.0
4,192,356.0,100.0
4,193,740.0,100.0
4,194,346.0,90.0
4,195,870.0,70.0
4,196,1569.0,1.0
4,197,2488.0,40.0
4,198,640.0,0.0
4,199,1092.0,100.0
4,200,1270.0,70.0
4,201,2122.0,10.0
4,202,264.0,40.0
4,203,666.0,90.0
4,204,990.0,30.0
4,205,308.0,20.0
4,206,1472.0,0.0
4,207,404.0,20.0
4,208,965.0,5.0
4,209,906.0,10.0
4,210,328.0,40.0
4,211,1748.0,20.0
4,212,1441.0,1.0
4,213,1060.0,100.0
4,214,1640.0,40.0
4,215,1029.0,5.0
4,216,582.0,70.0
4,217,1640.0,40.0
4,218,1345.0,1.0
4,219,1140.0,20.0
4,220,2074.0,10.0
4,221,513.0,1.0
4,222,512.0,0.0
4,223,2370.0,50.0
4,224,1034.0,10.0
4,225,1300.0,20.0
4,226,314.0,10.0
4,227,232.0,40.0
4,228,768.0,0.0
4,229,321.0,1.0
4,230,1345.0,1.0
4,231,378.0,90.0
4,232,810.0,10.0
4,233,1240.0,40.0
4,234,1160.0,40.0
4,235,2290.0,50.0
4,236,1310.0,30.0
4,237,1364.0,20.0
4,238,1120.0,0.0
4,239,930.0,50.0
4,240,948.0,20.0
4,241,2090.0,90.0
4,242,1764.0,100.0
4,243,848.0,80.0
4,244,666.0,90.0
4,245,1722.0,90.0
4,246,512.0,0.0
4,247,980.0,20.0
4,248,2374.0,70.0
4,249,518.0,70.0
4,250,1300.0,20.0
4,251,1034.0,10.0
4,252,904.0,40.0
4,253,646.0,70.0
4,254,328.0,40.0
4,255,712.0,40.0
4,256,858.0,90.0
4,257,1300.0,100.0
4,258,2020.0,20.0
4,259,884.0,20.0
4,260,336.0,80.0
4,261,1666.0,50.0
4,262,1232.0,80.0
4,263,1152.0,0.0
4,264,1450.0,10.0
4,265,1918.0,30.0
4,266,1812.0,100.0
4,267,380.0,60.0
4,268,1796.0,100.0
4,269,1312.0,0.0
4,270,1248.0,0.0
4,271,484.0,100.0
4,272,1870.0,30.0
4,273,1178.0,90.0
4,274,818.0,50.0
4,275,2088.0,40.0
4,276,1633.0,1.0
4,277,346.0,90.0
4,278,746.0,10.0
4,279,676.0,100.0
4,280,264.0,40.0
4,281,1044.0,20.0
4,282,580.0,20.0
4,283,2042.0,90.0
4,284,1233.0,1.0
4,285,942.0,30.0
4,286,1360.0,80.0
4,287,1436.0,60.0
4,288,801.0,1.0
4,289,965.0,5.0
4,290,1160.0,40.0
4,291,614.0,70.0
4,292,904.0,40.0
4,293,2006.0,70.0
4,294,1704.0,40.0
4,295,906.0,10.0
4,296,2240.0,80.0
4,297,1404.0,60.0
4,298,993.0,1.0
4,299,1640.0,40.0
4,300,768.0,0.0
4,301,828.0,60.0
4,302,1332.0,20.0
4,303,404.0,100.0
4,304,1454.0,30.0
4,305,1040.0,80.0
4,306,869.0,5.0
4,307,1464.0,40.0
4,308,508.0,60.0
4,309,638.0,30.0
4,310,1632.0,0.0
4,311,894.0,30.0
4,312,1457.0,1.0
4,313,1488.0,80.0
4,314,581.0,5.0
4,315,997.0,5.0
4,316,1050.0,90.0
4,317,858.0,90.0
4,318,894.0,30.0
4,319,616.0,40.0
4,320,257.0,1.0
4,321,1348.0,100.0
4,322,565.0,5.0
4,323,2146.0,50.0
4,324,1556.0,20.0
4,325,1168.0,80.0
4,326,1600.0,0.0
4,327,1505.0,1.0
4,328,1184.0,0.0
4,329,1028.0,100.0
4,330,417.0,1.0
4,331,389.0,5.0
4,332,296.0,40.0
4,333,1338.0,90.0
4,334,224.0,0.0
4,335,1349.0,5.0
4,336,1428.0,20.0
4,337,266.0,10.0
4,338,1318.0,70.0
4,339,913.0,1.0
4,340,2016.0,80.0
4,341,1130.0,10.0
4,342,880.0,80.0
4,343,1000.0,40.0
4,344,528.0,80.0
4,345,516.0,100.0
4,346,1556.0,20.0
4,347,436.0,20.0
4,348,1648.0,80.0
4,349,1330.0,50.0
4,350,1505.0,1.0
4,351,1362.0,50.0
4,352,1798.0,70.0
4,353,1029.0,5.0
4,354,560.0,80.0
4,355,837.0,5.0
4,356,364.0,60.0
4,357,650.0,10.0
4,358,1946.0,90.0
4,359,2644.0,100.0
4,360,1566.0,30.0
4,361,1544.0,40.0
4,362,862.0,30.0
4,363,624.0,80.0
4,364,346.0,90.0
4,365,308.0,20.0
4,366,1520.0,80.0
4,367,528.0,80.0
4,368,1522.0,50.0
4,369,838.0,70.0
4,370,1678.0,30.0
4,371,1572.0,100.0
4,372,822.0,70.0
4,373,884.0,20.0
4,374,884.0,20.0
4,375,869.0,5.0
4,376,646.0,70.0
4,377,1002.0,90.0
4,378,596.0,20.0
4,379,1478.0,70.0
4,380,820.0,20.0
4,381,1546.0,10.0
4,382,1472.0,0.0
4,383,1106.0,50.0
4,384,1320.0,40.0
4,385,1540.0,20.0
4,386,648.0,40.0
4,387,306.0,50.0
4,388,892.0,60.0
4,389,257.0,1.0
4,390,1114.0,90.0
4,391,1114.0,10.0
4,392,374.0,70.0
4,393,924.0,60.0
4,394,448.0,0.0
4,395,965.0,5.0
4,396,1456.0,80.0
4,397,1429.0,5.0
4,398,1276.0,60.0
4,399,1712.0,80.0
4,400,1541.0,5.0
4,401,817.0,1.0
4,402,1128.0,40.0
4,403,884.0,20.0
4,404,1946.0,90.0
4,405,1972.0,100.0
4,406,448.0,0.0
4,407,1094.0,70.0
4,408,730.0,90.0
4,409,1426.0,50.0
4,410,1930.0,10.0
4,411,346.0,90.0
4,412,360.0,40.0
4,413,1493.0,5.0
4,414,1820.0,60.0
4,415,1300.0,20.0
4,416,1458.0,50.0
4,417,1224.0,40.0
4,418,634.0,90.0
4,419,1284.0,100.0
4,420,293.0,5.0
4,421,1404.0,60.0
4,422,1950.0,30.0
4,423,864.0,0.0
4,424,1820.0,60.0
4,425,805.0,5.0
4,426,1712.0,80.0
4,427,965.0,5.0
4,428,1810.0,50.0
4,429,1284.0,100.0
4,430,1530.0,90.0
4,431,2404.0,100.0
4,432,890.0,90.0
4,433,1633.0,1.0
4,434,488.0,40.0
4,435,2036.0,20.0
4,436,384.0,0.0
4,437,1010.0,50.0
4,438,581.0,5.0
4,439,612.0,100.0
4,440,2020.0,100.0
4,441,673.0,1.0
4,442,298.0,10.0
4,443,942.0,30.0
4,444,1306.0,90.0
4,445,1665.0,1.0
4,446,468.0,20.0
4,447,1460.0,20.0
4,448,1170.0,50.0
4,449,1130.0,10.0
4,450,1265.0,1.0
4,451,1040.0,80.0
4,452,338.0,50.0
4,453,1562.0,90.0
4,454,1968.0,80.0
4,455,1522.0,50.0
4,456,1364.0,100.0
4,457,864.0,0.0
4,458,1136.0,80.0
4,459,948.0,20.0
4,460,528.0,80.0
4,461,334.0,30.0
4,462,1020.0,60.0
4,463,478.0,30.0
4,464,1057.0,1.0
4,465,646.0,70.0
4,466,1626.0,10.0
4,467,1436.0,60.0
4,468,1162.0,10.0
4,469,1438.0,30.0
4,470,1132.0,60.0
4,471,378.0,90.0
4,472,1404.0,60.0
4,473,1569.0,1.0
4,474,1457.0,1.0
4,475,1284.0,100.0
4,476,1816.0,40.0
4,477,256.0,0.0
4,478,2640.0,0.0
4,479,1236.0,20.0
4,480,1345.0,1.0
4,481,1024.0,0.0
4,482,1770.0,10.0
4,483,517.0,5.0
4,484,378.0,90.0
4,485,1638.0,70.0
4,486,2076.0,60.0
4,487,660.0,20.0
4,488,282.0,90.0
4,489,424.0,40.0
4,490,2118.0,70.0
4,491,2001.0,1.0
4,492,1681.0,1.0
4,493,850.0,50.0
4,494,1108.0,20.0
4,495,910.0,30.0
4,496,788.0,20.0
4,497,1349.0,5.0
4,498,769.0,1.0
4,499,656.0,80.0
4,500,1298.0,50.0
4,501,1428.0,20.0
4,502,1505.0,1.0
4,503,1962.0,10.0
4,504,1152.0,80.0
4,505,1060.0,100.0
4,506,901.0,5.0
4,507,320.0,0.0
4,508,266.0,10.0
4,509,1482.0,10.0
4,510,1270.0,70.0
4,511,1768.0,40.0
4,512,901.0,5.0
4,513,449.0,1.0
4,514,2278.0,70.0
4,515,2142.0,30.0
4,516,596.0,20.0
4,517,690.0,50.0
4,518,1650.0,50.0
4,519,709.0,5.0
4,520,552.0,40.0
4,521,1118.0,30.0
4,522,1436.0,60.0
4,523,420.0,100.0
4,524,354.0,50.0
4,525,826.0,90.0
4,526,1056.0,0.0
4,527,964.0,100.0
4,528,830.0,30.0
4,529,1444.0,20.0
4,530,646.0,70.0
4,531,1648.0,80.0
4,532,1296.0,80.0
4,533,746.0,10.0
4,534,670.0,30.0
4,535,788.0,20.0
4,536,916.0,20.0
4,537,1674.0,10.0
4,538,656.0,80.0
4,539,1438.0,30.0
4,540,1060.0,100.0
4,541,1024.0,0.0
4,542,1856.0,80.0
4,543,261.0,5.0
4,544,1652.0,20.0
4,545,896.0,0.0
4,546,1232.0,80.0
4,547,1820.0,60.0
4,548,562.0,50.0
4,549,1874.0,50.0
4,550,924.0,60.0
4,551,1904.0,80.0
4,552,1898.0,10.0
4,553,1386.0,90.0
4,554,769.0,1.0
4,555,1844.0,20.0
4,556,2118.0,70.0
4,557,998.0,70.0
4,558,2256.0,80.0
4,559,1642.0,90.0
4,560,934.0,70.0
4,561,298.0,10.0
4,562,1546.0,10.0
4,563,912.0,0.0
4,564,869.0,5.0
4,565,1700.0,100.0
4,566,676.0,100.0
4,567,916.0,100.0
4,568,1194.0,10.0
4,569,772.0,100.0
4,570,1025.0,1.0
4,571,960.0,0.0
4,572,1024.0,0.0
4,573,1802.0,10.0
4,574,656.0,80.0
4,575,901.0,5.0
4,576,1314.0,50.0
4,577,1301.0,5.0
4,578,1414.0,70.0
4,579,1874.0,50.0
4,580,690.0,50.0
4,581,1298.0,50.0
4,582,596.0,20.0
4,583,1876.0,20.0
4,584,1541.0,5.0
4,585,336.0,80.0
4,586,1488.0,80.0
4,587,592.0,80.0
4,588,838.0,70.0
4,589,388.0,100.0
4,590,732.0,60.0
4,591,1892.0,20.0
4,592,1349.0,5.0
4,593,596.0,20.0
4,594,1950.0,30.0
4,595,1444.0,20.0
4,596,476.0,60.0
4,597,1222.0,70.0
4,598,1226.0,10.0
4,599,338.0,50.0
4,600,389.0,5.0
4,601,1088.0,0.0
4,602,944.0,80.0
4,603,1268.0,100.0
4,604,1298.0,50.0
4,605,666.0,90.0
4,606,1780.0,20.0
4,607,954.0,90.0
4,608,828.0,60.0
4,609,1520.0,80.0
4,610,1153.0,1.0
4,611,1642.0,90.0
4,612,702.0,30.0
4,613,740.0,100.0
4,614,606.0,30.0
4,615,616.0,40.0
4,616,324.0,100.0
4,617,1000.0,40.0
4,618,1470.0,30.0
4,619,1788.0,60.0
4,620,798.0,30.0
4,621,1012.0,20.0
4,622,1330.0,50.0
4,623,1980.0,60.0
4,624,326.0,70.0
4,625,292.0,100.0
4,626,582.0,70.0
4,627,1454.0,30.0
4,628,562.0,50.0
4,629,321.0,1.0
4,630,1076.0,100.0
4,631,1310.0,30.0
4,632,1536.0,0.0
4,633,720.0,80.0
4,634,966.0,70.0
4,635,868.0,100.0
4,636,385.0,1.0
4,637,1534.0,30.0
4,638,528.0,80.0
4,639,1790.0,30.0
4,640,348.0,60.0
4,641,2074.0,90.0
4,642,700.0,60.0
4,643,485.0,5.0
4,644,1505.0,1.0
4,645,1002.0,10.0
4,646,1150.0,30.0
4,647,1104.0,0.0
4,648,1472.0,0.0
4,649,1093.0,5.0
4,650,640.0,0.0
4,651,1093.0,5.0
4,652,1189.0,5.0
4,653,970.0,10.0
4,654,1268.0,100.0
4,655,257.0,1.0
4,656,788.0,20.0
4,657,966.0,70.0
4,658,1318.0,70.0
4,659,641.0,1.0
4,660,356.0,100.0
4,661,2324.0,20.0
4,662,1672.0,40.0
4,663,1160.0,40.0
4,664,572.0,60.0
4,665,656.0,80.0
4,666,360.0,40.0
4,667,2544.0,0.0
4,668,616.0,40.0
4,669,348.0,60.0
4,670,869.0,5.0
4,671,1120.0,0.0
4,672,1098.0,10.0
4,673,304.0,0.0
4,674,577.0,1.0
4,675,374.0,70.0
4,676,680.0,40.0
4,677,453.0,5.0
4,678,966.0,70.0
4,679,606.0,30.0
4,680,772.0,100.0
4,681,1002.0,90.0
4,682,2097.0,1.0
4,683,282.0,90.0
4,684,904.0,40.0
4,685,1328.0,80.0
4,686,2210.0,50.0
4,687,1818.0,90.0
4,688,736.0,0.0
4,689,284.0,60.0
4,690,1006.0,30.0
4,691,1626.0,90.0
4,692,1637.0,5.0
4,693,1662.0,30.0
4,694,1842.0,50.0
4,695,970.0,10.0
4,696,1542.0,70.0
4,697,1526.0,70.0
4,698,394.0,90.0
4,699,874.0,10.0
4,700,1428.0,20.0
4,701,1724.0,60.0
4,702,1468.0,60.0
4,703,2200.0,40.0
4,704,1568.0,80.0
4,705,798.0,30.0
4,706,736.0,0.0
4,707,293.0,5.0
4,708,1764.0,20.0
4,709,762.0,90.0
4,710,1248.0,0.0
4,711,1368.0,40.0
4,712,1066.0,10.0
4,713,570.0,90.0
4,714,305.0,1.0
4,715,532.0,20.0
4,716,677.0,5.0
4,717,1560.0,40.0
4,718,1542.0,70.0
4,719,1644.0,60.0
4,720,788.0,20.0
4,721,1700.0,100.0
4,722,832.0,0.0
4,723,1536.0,0.0
4,724,990.0,30.0
4,725,1116.0,60.0
4,726,1636.0,100.0
4,727,980.0,20.0
4,728,906.0,10.0
4,729,1530.0,90.0
4,730,1720.0,40.0
4,731,256.0,0.0
4,732,1013.0,5.0
4,733,326.0,70.0
4,734,788.0,20.0
4,735,990.0,30.0
4,736,626.0,50.0
4,737,256.0,0.0
4,738,1700.0,100.0
4,739,229.0,5.0
4,740,924.0,60.0
4,741,2182.0,70.0
4,742,2426.0,90.0
4,743,1414.0,70.0
4,744,2200.0,40.0
4,745,1125.0,5.0
4,746,672.0,0.0
4,747,2356.0,20.0
4,748,348.0,60.0
4,749,1173.0,5.0
4,750,2624.0,80.0
4,751,672.0,0.0
4,752,468.0,20.0
4,753,1128.0,40.0
4,754,666.0,90.0
4,755,676.0,100.0
4,756,912.0,0.0
4,757,1362.0,50.0
4,758,924.0,60.0
4,759,1194.0,10.0
4,760,913.0,1.0
4,761,1504.0,80.0
4,762,1333.0,5.0
4,763,449.0,1.0
4,764,389.0,5.0
4,765,1002.0,90.0
4,766,934.0,70.0
4,767,1456.0,80.0
4,768,646.0,70.0
4,769,1240.0,40.0
4,770,1556.0,20.0
4,771,602.0,90.0
4,772,1168.0,80.0
4,773,286.0,30.0
4,774,1652.0,20.0
4,775,894.0,30.0
4,776,1118.0,30.0
4,777,1278.0,30.0
4,778,1396.0,100.0
4,779,592.0,80.0
4,780,934.0,70.0
4,781,2144.0,0.0
4,782,404.0,100.0
4,783,1532.0,60.0
4,784,1904.0,80.0
4,785,724.0,20.0
4,786,942.0,30.0
4,787,420.0,100.0
4,788,2016.0,0.0
4,789,672.0,0.0
4,790,596.0,20.0
4,791,1670.0,70.0
4,792,321.0,1.0
4,793,900.0,20.0
4,794,626.0,50.0
4,795,708.0,100.0
4,796,1153.0,1.0
4,797,682.0,10.0
4,798,1477.0,5.0
4,799,1564.0,60.0
4,800,1354.0,10.0
4,801,2117.0,5.0
4,802,1098.0,10.0
4,803,1446.0,70.0
4,804,554.0,10.0
4,805,1540.0,100.0
4,806,1360.0,80.0
4,807,720.0,80.0
4,808,1320.0,40.0
4,809,1473.0,1.0
4,810,388.0,100.0
4,811,1936.0,80.0
4,812,936.0,40.0
4,813,1834.0,10.0
4,814,980.0,20.0
4,815,1140.0,20.0
4,816,778.0,10.0
4,817,722.0,50.0
4,818,1380.0,100.0
4,819,296.0,40.0
4,820,1172.0,100.0
4,821,582.0,70.0
4,822,1244.0,60.0
4,823,1152.0,0.0
4,824,1760.0,80.0
4,825,2164.0,100.0
4,826,1153.0,1.0
4,827,1030.0,70.0
4,828,552.0,40.0
4,829,964.0,100.0
4,830,890.0,90.0
4,831,1664.0,0.0
4,832,1416.0,40.0
4,833,1826.0,50.0
4,834,692.0,20.0
4,835,1266.0,50.0
4,836,522.0,10.0
4,837,1428.0,20.0
4,838,1749.0,5.0
4,839,680.0,40.0
4,840,1258.0,10.0
4,841,868.0,100.0
4,842,914.0,50.0
4,843,1921.0,1.0
4,844,596.0,20.0
4,845,1300.0,100.0
4,846,2282.0,10.0
4,847,1758.0,30.0
4,848,1618.0,50.0
4,849,1738.0,10.0
4,850,1012.0,100.0
4,851,952.0,40.0
4,852,612.0,100.0
4,853,1572.0,20.0
4,854,978.0,50.0
4,855,444.0,60.0
4,856,1370.0,90.0
4,857,904.0,40.0
4,858,2484.0,100.0
4,859,914.0,50.0
4,860,338.0,50.0
4,861,1564.0,60.0
4,862,732.0,60.0
4,863,542.0,30.0
4,864,257.0,1.0
4,865,1445.0,5.0
4,866,1630.0,30.0
4,867,1790.0,30.0
4,868,874.0,10.0
4,869,1694.0,30.0
4,870,581.0,5.0
4,871,1188.0,100.0
4,872,1726.0,30.0
4,873,1536.0,0.0
4,874,1148.0,60.0
4,875,737.0,1.0
4,876,742.0,70.0
4,877,1416.0,40.0
4,878,2322.0,50.0
4,879,1678.0,30.0
4,880,1384.0,40.0
4,881,1416.0,40.0
4,882,1102.0,30.0
4,883,1114.0,90.0
4,884,453.0,5.0
4,885,2068.0,20.0
4,886,1056.0,0.0
4,887,744.0,40.0
4,888,276.0,20.0
4,889,1636.0,100.0
4,890,316.0,60.0
4,891,1808.0,80.0
4,892,316.0,60.0
4,893,1148.0,60.0
4,894,1093.0,5.0
4,895,1152.0,0.0
4,896,1044.0,20.0
4,897,1356.0,60.0
4,898,1810.0,50.0
4,899,1680.0,80.0
4,900,1680.0,0.0
4,901,1374.0,30.0
4,902,1170.0,50.0
4,903,833.0,1.0
4,904,1134.0,30.0
4,905,1633.0,1.0
4,906,1464.0,40.0
4,907,1185.0,1.0
4,908,1412.0,100.0
4,909,1202.0,50.0
4,910,2037.0,5.0
4,911,1056.0,0.0
4,912,810.0,10.0
4,913,289.0,1.0
4,914,1728.0,80.0
4,915,1288.0,40.0
4,916,1148.0,60.0
4,917,1554.0,50.0
4,918,324.0,20.0
4,919,192.0,0.0
4,920,894.0,30.0
4,921,832.0,80.0
4,922,868.0,100.0
4,923,1180.0,60.0
4,924,1562.0,90.0
4,925,1093.0,5.0
4,926,658.0,50.0
4,927,624.0,80.0
4,928,358.0,70.0
4,929,364.0,60.0
4,930,1472.0,80.0
4,931,961.0,1.0
4,932,1140.0,20.0
4,933,890.0,90.0
4,934,2374.0,70.0
4,935,1200.0,80.0
4,936,1328.0,80.0
4,937,2469.0,5.0
4,938,1076.0,20.0
4,939,222.0,30.0
4,940,901.0,5.0
4,941,581.0,5.0
4,942,1280.0,0.0
4,943,1930.0,10.0
4,944,1318.0,70.0
4,945,1504.0,0.0
4,946,1384.0,40.0
4,947,1986.0,50.0
4,948,2020.0,100.0
4,949,772.0,100.0
4,950,612.0,100.0
4,951,2450.0,50.0
4,952,532.0,20.0
4,953,586.0,10.0
4,954,990.0,30.0
4,955,320.0,0.0
4,956,1266.0,50.0
4,957,872.0,40.0
4,958,2362.0,10.0
4,959,1916.0,60.0
4,960,1854.0,30.0
4,961,1884.0,60.0
4,962,1196.0,60.0
4,963,1057.0,1.0
4,964,636.0,60.0
4,965,746.0,10.0
4,966,1520.0,80.0
4,967,1226.0,10.0
4,968,840.0,40.0
4,969,796.0,60.0
4,970,732.0,60.0
4,971,801.0,1.0
4,972,2244.0,20.0
4,973,2738.0,50.0
4,974,1538.0,50.0
4,975,1050.0,90.0
4,976,1056.0,0.0
4,977,810.0,10.0
4,978,1468.0,60.0
4,979,2138.0,10.0
4,980,449.0,1.0
4,981,641.0,1.0
4,982,1536.0,0.0
4,983,293.0,5.0
4,984,1394.0,50.0
4,985,1172.0,20.0
4,986,920.0,40.0
4,987,1178.0,90.0
4,988,1044.0,20.0
4,989,1318.0,70.0
4,990,645.0,5.0
4,991,2592.0,0.0
4,992,606.0,30.0
4,993,390.0,70.0
4,994,850.0,50.0
4,995,852.0,20.0
4,996,384.0,0.0
4,997,1733.0,5.0
4,998,584.0,40.0
4,999,309.0,5.0
4,1000,1098.0,90.0
4,1001,901.0,5.0
4,1002,1766.0,70.0
4,1003,1488.0,80.0
4,1004,1784.0,40.0
4,1005,1244.0,60.0
4,1006,1546.0,90.0
4,1007,1200.0,0.0
4,1008,1825.0,1.0
4,1009,990.0,30.0
4,1010,424.0,40.0
4,1011,596.0,20.0
4,1012,1040.0,80.0
4,1013,602.0,90.0
4,1014,2410.0,10.0
4,1015,1840.0,80.0
4,1016,1460.0,20.0
4,1017,2006.0,70.0
4,1018,1616.0,80.0
4,1019,609.0,1.0
4,1020,1586.0,50.0
4,1021,306.0,50.0
4,1022,769.0,1.0
4,1023,1185.0,1.0
4,1024,232.0,40.0
4,1025,1076.0,20.0
4,1026,773.0,5.0
4,1027,324.0,100.0
4,1028,1290.0,10.0
4,1029,2416.0,80.0
4,1030,1192.0,40.0
4,1031,1812.0,20.0
4,1032,1020.0,60.0
4,1033,868.0,100.0
4,1034,808.0,40.0
4,1035,1825.0,1.0
4,1036,384.0,0.0
4,1037,298.0,10.0
4,1038,616.0,40.0
4,1039,666.0,90.0
4,1040,1120.0,0.0
4,1041,1525.0,5.0
4,1042,1540.0,100.0
4,1043,1157.0,5.0
4,1044,640.0,0.0
4,1045,256.0,0.0
4,1046,608.0,0.0
4,1047,838.0,70.0
4,1048,1502.0,30.0
4,1049,1050.0,90.0
4,1050,1402.0,90.0
4,1051,650.0,10.0
4,1052,837.0,5.0
4,1053,2504.0,40.0
4,1054,1568.0,0.0
4,1055,1298.0,50.0
4,1056,1456.0,80.0
4,1057,710.0,70.0
4,1058,1680.0,80.0
4,1059,308.0,20.0
4,1060,321.0,1.0
4,1061,1050.0,90.0
4,1062,1898.0,10.0
4,1063,1093.0,5.0
4,1064,922.0,90.0
4,1065,976.0,80.0
4,1066,314.0,90.0
4,1067,296.0,40.0
4,1068,1894.0,70.0
4,1069,818.0,50.0
4,1070,988.0,60.0
4,1071,488.0,40.0
4,1072,885.0,5.0
4,1073,540.0,60.0
4,1074,1594.0,90.0
4,1075,1276.0,60.0
4,1076,596.0,20.0
4,1077,1414.0,70.0
4,1078,338.0,50.0
4,1079,698.0,90.0
4,1080,1394.0,50.0
4,1081,862.0,30.0
4,1082,932.0,100.0
4,1083,522.0,10.0
4,1084,1274.0,90.0
4,1085,1082.0,90.0
4,1086,1972.0,100.0
4,1087,868.0,100.0
4,1088,730.0,90.0
4,1089,778.0,10.0
4,1090,1088.0,0.0
4,1091,1696.0,0.0
4,1092,1540.0,100.0
4,1093,1554.0,50.0
4,1094,1158.0,70.0
4,1095,1540.0,100.0
4,1096,252.0,60.0
4,1097,1780.0,20.0
4,1098,1554.0,50.0
4,1099,458.0,10.0
4,1100,293.0,5.0
4,1101,1349.0,5.0
4,1102,2642.0,50.0
4,1103,1600.0,0.0
